The following data pertain to the Year 2008 Medicare Advantage Risk Rates,,,,,,,,
,,,,,,,,
Note: 1. The 2008 rates reflect an adjustment of 1.0169 for budget neutrality.,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,Apr--06,Apr--07,,,,
2004 growth  rate =  ,,,8.01%,7.51%,,,,
2005 growth  rate =  ,,,7.56%,7.23%,,"       Rate category : M - minimum update, S - fee-for-service",,
2006 growth  rate =  ,,,5.51%,5.04%,,,,
2007 growth rate  =,,,3.60%,6.27%,,,,
2008 growth rate  =,,,,4.32%,,,,
2008 adjusted growth rate *  =,,,,5.71%,,,,
,,,,,,,,
"A/B split on a national basis : Part A  51.91%, Part B  48.09%",,,,,,,,
"* Includes adjustments for changes in growth rates in 2004, 2005, 2006, and 2007.",,,,,,,,
,,,,,,,,
,,,Carve-out,2007,2007 Rate,2007 Rate,2007,2008 Rate,2008 Rate,2008,,,,,,,
Code,State,County,Factor,FFS,Before Budget,After Budget,Rate,Before Budget,After Budget,Rate,,,,,,,
,,,(1OO%),Rate,Neutr. Adj.,Neutr. Adj.,Category,Neutr. Adj.,Neutr. Adj.,Category,,,,,,,
,,,,,,,,,,,,,,,,,
01000,ALABAMA,AUTAUGA............,0.0086,671.75,736.41,765.13,M,778.46,791.62,M,,,,,,,
01010,ALABAMA,BALDWIN,0.0094,653.35,736.41,765.13,M,778.46,791.62,M,,,,,,,
01020,ALABAMA,BARBOUR............,0.0056,580.30,687.06,713.86,M,726.29,738.56,M,,,,,,,
01030,ALABAMA,BIBB...............,0.0199,624.97,755.97,785.45,M,799.14,812.65,M,,,,,,,
01040,ALABAMA,BLOUNT.............,0.0278,675.94,741.15,770.05,M,783.47,796.71,M,,,,,,,
01050,ALABAMA,BULLOCK............,0.0048,571.92,666.30,692.29,M,704.35,716.25,M,,,,,,,
01060,ALABAMA,BUTLER.............,0.0078,697.74,706.34,733.89,M,746.67,759.29,M,,,,,,,
01070,ALABAMA,CALHOUN............,0.0163,661.73,666.30,692.29,M,704.35,716.25,M,,,,,,,
01080,ALABAMA,CHAMBERS...........,0.0058,568.43,666.30,692.29,M,704.35,716.25,M,,,,,,,
01090,ALABAMA,CHEROKEE...........,0.0120,655.79,708.36,735.99,M,748.81,761.46,M,,,,,,,
01100,ALABAMA,CHILTON............,0.0098,721.32,747.66,776.82,M,790.35,803.71,M,,,,,,,
01110,ALABAMA,CHOCTAW............,0.0090,645.44,731.09,759.60,M,772.84,785.90,M,,,,,,,
01120,ALABAMA,CLARKE.............,0.0130,613.32,666.30,692.29,M,704.35,716.25,M,,,
01130,ALABAMA,CLAY...............,0.0164,632.51,666.30,692.29,M,704.35,716.25,M,,,
01140,ALABAMA,CLEBURNE...........,0.0117,642.51,666.30,692.29,M,704.35,716.25,M,,,
01150,ALABAMA,COFFEE.............,0.0042,581.94,666.30,692.29,M,704.35,716.25,M,,,
01160,ALABAMA,COLBERT............,0.0095,636.17,707.60,735.20,M,748.00,760.64,M,,,
01170,ALABAMA,CONECUH............,0.0064,714.69,802.33,833.62,M,848.14,862.47,M,,,
01180,ALABAMA,COOSA..............,0.0176,620.48,666.30,692.29,M,704.35,716.25,M,,,
01190,ALABAMA,COVINGTON..........,0.0033,649.30,666.30,692.29,M,704.35,716.25,M,,,
01200,ALABAMA,CRENSHAW...........,0.0033,654.14,666.30,692.29,M,704.35,716.25,M,,,
01210,ALABAMA,CULLMAN............,0.0211,677.64,705.40,732.91,M,745.68,758.28,M,,,
01220,ALABAMA,DALE...............,0.0037,617.75,666.30,692.29,M,704.35,716.25,M,,,
01230,ALABAMA,DALLAS.............,0.0278,621.75,666.30,692.29,M,704.35,716.25,M,,,
01240,ALABAMA,DE KALB............,0.0125,632.95,666.30,692.29,M,704.35,716.25,M,,,
01250,ALABAMA,ELMORE.............,0.0051,635.50,736.41,765.13,M,778.46,791.62,M,,,
01260,ALABAMA,ESCAMBIA...........,0.0050,640.59,677.01,703.41,M,715.67,727.76,M,,,
01270,ALABAMA,ETOWAH.............,0.0095,692.95,722.05,750.21,M,763.28,776.18,M,,,
01280,ALABAMA,FAYETTE............,0.0142,577.38,666.30,692.29,M,704.35,716.25,M,,,
01290,ALABAMA,FRANKLIN...........,0.0092,690.25,791.80,822.68,M,837.01,851.16,M,,,
01300,ALABAMA,GENEVA.............,0.0019,613.48,666.30,692.29,M,704.35,716.25,M,,,
01310,ALABAMA,GREENE.............,0.0204,640.15,666.30,692.29,M,704.35,716.25,M,,,
01320,ALABAMA,HALE...............,0.0209,695.63,727.58,755.96,M,769.12,782.12,M,,,
01330,ALABAMA,HENRY..............,0.0017,574.81,666.30,692.29,M,704.35,716.25,M,,,
01340,ALABAMA,HOUSTON............,0.0035,605.13,666.30,692.29,M,704.35,716.25,M,,,
01350,ALABAMA,JACKSON............,0.0139,645.23,666.30,692.29,M,704.35,716.25,M,,,
01360,ALABAMA,JEFFERSON..........,0.0368,689.02,736.41,765.13,M,778.46,791.62,M,,,
01370,ALABAMA,LAMAR..............,0.0147,622.41,666.30,692.29,M,704.35,716.25,M,,,
01380,ALABAMA,LAUDERDALE.........,0.0093,597.75,666.30,692.29,M,704.35,716.25,M,,,
01390,ALABAMA,LAWRENCE...........,0.0111,653.02,666.30,692.29,M,704.35,716.25,M,,,
01400,ALABAMA,LEE................,0.0090,585.25,666.30,692.29,M,704.35,716.25,M,,,
01410,ALABAMA,LIMESTONE..........,0.0106,677.97,736.41,765.13,M,778.46,791.62,M,,,
01420,ALABAMA,LOWNDES............,0.0065,588.15,736.41,765.13,M,778.46,791.62,M,,,
01430,ALABAMA,MACON..............,0.0059,558.71,666.30,692.29,M,704.35,716.25,M,,,
01440,ALABAMA,MADISON............,0.0172,640.91,736.41,765.13,M,778.46,791.62,M,,,
01450,ALABAMA,MARENGO............,0.0226,639.73,685.62,712.36,M,724.77,737.02,M,,,
01460,ALABAMA,MARION.............,0.0216,677.09,738.66,767.47,M,780.84,794.04,M,,,
01470,ALABAMA,MARSHALL...........,0.0141,644.45,666.30,692.29,M,704.35,716.25,M,,,
01480,ALABAMA,MOBILE.............,0.0176,684.34,786.40,817.07,M,831.30,845.35,M,,,
01490,ALABAMA,MONROE.............,0.0057,673.40,705.98,733.51,M,746.29,758.90,M,,,
01500,ALABAMA,MONTGOMERY.........,0.0060,623.70,736.41,765.13,M,778.46,791.62,M,,,
01510,ALABAMA,MORGAN.............,0.0122,649.34,666.30,692.29,M,704.35,716.25,M,,,
01520,ALABAMA,PERRY..............,0.0230,592.00,666.30,692.29,M,704.35,716.25,M,,,
01530,ALABAMA,PICKENS............,0.0107,666.45,693.45,720.49,M,733.05,745.44,M,,,
01540,ALABAMA,PIKE...............,0.0051,651.09,666.30,692.29,M,704.35,716.25,M,,,
01550,ALABAMA,RANDOLPH...........,0.0111,626.16,700.89,728.22,M,740.91,753.43,M,,,
01560,ALABAMA,RUSSELL............,0.0069,547.53,736.41,765.13,M,778.46,791.62,M,,,
01570,ALABAMA,ST CLAIR...........,0.0279,694.82,736.41,765.13,M,778.46,791.62,M,,,
01580,ALABAMA,SHELBY.............,0.0138,711.30,875.97,910.13,M,925.99,941.64,M,,,
01590,ALABAMA,SUMTER.............,0.0118,605.77,678.35,704.81,M,717.08,729.20,M,,,
01600,ALABAMA,TALLADEGA..........,0.0196,687.46,728.02,756.41,M,769.59,782.60,M,,,
01610,ALABAMA,TALLAPOOSA.........,0.0094,649.90,666.30,692.29,M,704.35,716.25,M,,,
01620,ALABAMA,TUSCALOOSA.........,0.0216,660.33,666.30,692.29,M,704.35,716.25,M,,,
01630,ALABAMA,WALKER.............,0.0256,701.69,736.41,765.13,M,778.46,791.62,M,,,
01640,ALABAMA,WASHINGTON.........,0.0110,670.21,719.96,748.04,M,761.07,773.93,M,,,
01650,ALABAMA,WILCOX.............,0.0225,564.62,666.30,692.29,M,704.35,716.25,M,,,
01660,ALABAMA,WINSTON............,0.0235,717.78,775.86,806.12,M,820.16,834.02,M,,,
02013,ALASKA,ALEUTIANS EAST.....,0.0149,873.15,873.71,907.78,M,923.60,939.21,M,,,
02016,ALASKA,ALEUTIANS WEST.....,0.0149,873.15,873.71,907.78,M,923.60,939.21,M,,,
02020,ALASKA,ANCHORAGE..........,0.0073,685.35,747.68,776.84,M,790.37,803.73,M,,,
02050,ALASKA,BETHEL.............,0.0000,805.40,805.40,836.81,S,851.39,865.78,M,,,
02060,ALASKA,BRISTOL BAY BOROUGH,0.0049,690.21,690.21,717.13,S,729.62,741.95,M,,,
02068,ALASKA,DENALI.............,0.0017,696.57,912.76,948.36,M,964.88,981.19,M,,,
02070,ALASKA,DILLINGHAM.........,0.0014,680.56,698.34,725.58,M,738.22,750.70,M,,,
02090,ALASKA,FAIRBANKS..........,0.0092,723.27,786.37,817.04,M,831.27,845.32,M,,,
02100,ALASKA,HAINES.............,0.0087,785.55,785.55,816.19,S,830.40,844.43,M,,,
02110,ALASKA,JUNEAU.............,0.0206,749.58,753.24,782.62,M,796.25,809.71,M,,,
02122,ALASKA,KENAI PENINSULA....,0.0032,772.52,916.61,952.36,M,968.95,985.33,M,,,
02130,ALASKA,KETCHIKAN..........,0.0443,728.03,777.81,808.14,M,822.22,836.12,M,,,
02150,ALASKA,KODIAK.............,0.0078,678.38,832.51,864.98,M,880.05,894.92,M,,,
02164,ALASKA,LAKE AND PENINSULA.,0.0014,680.56,698.34,725.58,M,738.22,750.70,M,,,
02170,ALASKA,MATANUSKA..........,0.0077,666.53,759.52,789.14,M,802.89,816.46,M,,,
02180,ALASKA,NOME...............,0.0027,661.62,800.03,831.23,M,845.71,860.00,M,,,
02185,ALASKA,NORTH SLOPE........,0.0025,887.24,1001.42,1040.48,M,1058.60,1076.49,M,,,
02188,ALASKA,NORTHWEST ARTIC....,0.0011,675.59,675.59,701.94,S,714.17,726.24,M,,,
02201,ALASKA,PR WALES-OUTER KETC,0.0200,787.28,806.87,838.34,M,852.94,867.35,M,,,
02220,ALASKA,SITKA..............,0.0134,854.13,891.94,926.73,M,942.87,958.80,M,,,
02232,ALASKA,SKAGW.HOONAN-ANGOON,0.0067,742.26,784.13,814.71,M,828.90,842.91,M,,,
02240,ALASKA,SOUTHEAST FAIRBANKS,0.0011,655.47,704.14,731.60,M,744.35,756.93,M,,,
02261,ALASKA,VALDEZ-CORDOVA.....,0.0160,696.88,696.88,724.06,S,736.67,749.12,M,,,
02270,ALASKA,WADE HAMPTON.......,0.0000,773.65,773.65,803.82,S,817.83,831.65,M,,,
02280,ALASKA,WRANGELL-PETERSBURG,0.0480,816.31,816.31,848.15,S,862.92,877.50,M,,,
02282,ALASKA,YAKUTAT............,0.0067,742.26,784.13,814.71,M,828.90,842.91,M,,,
02290,ALASKA,YUKON-KOYUKUK......,0.0017,696.57,912.76,948.36,M,964.88,981.19,M,,,
